Total,Plu,Description,Qté_11,Mnt_11,Qté_21,Mnt_21,Qté_31,Mnt_31,Qté_41,Mnt_41,Qté_51,Mnt_51,Qté_12,Mnt_12,Qté_22,Mnt_22,Qté_32,Mnt_32,Qté_42,Mnt_42,Qté_52,Mnt_52,Qté_13,Mnt_13,Qté_23,Mnt_23,Qté_33,Mnt_33,Qté_43,Mnt_43,Qté_53,Mnt_53
"""BREUV FROID""","""11403973""","""PEPSI BTLE""",71.00,224.44,8.00,27.73,52.00,175.47,73.00,243.30,204.00,670.94,98.00,305.82,28.00,88.73,77.00,277.47,130.00,437.87,333.00,1109.89,158690.00,1832961.39,54899.00,602943.55,204502.00,2444687.57,331769.00,3947630.05,749860.00,8828222.56
"""BREUV FROID""","""11403974""","""DIET PEPSI BTLE""",33.00,101.53,4.00,13.33,19.00,61.05,26.00,85.34,82.00,261.25,131.00,407.35,32.00,102.06,96.00,338.52,156.00,523.21,415.00,1371.14,158723.00,1833062.92,54903.00,602956.88,204521.00,2444748.62,331795.00,3947715.39,749942.00,8828483.81
"""BREUV FROID""","""11403975""","""7up CANETTE""",36.00,110.30,4.00,13.99,22.00,72.90,29.00,94.83,91.00,292.02,167.00,517.65,36.00,116.05,118.00,411.42,185.00,618.04,506.00,1663.16,158759.00,1833173.22,54907.00,602970.87,204543.00,2444821.52,331824.00,3947810.22,750033.00,8828775.83
"""BREUV FROID""","""11403976""","""ORANGEADE CANETTE""",12.00,37.07,60.00,192.69,10.00,32.52,14.00,46.76,96.00,309.04,179.00,554.72,96.00,308.74,128.00,443.94,199.00,664.80,602.00,1972.20,158771.00,1833210.29,54967.00,603163.56,204553.00,2444854.04,331838.00,3947856.98,750129.00,8829084.87
"""BREUV FROID""","""11403977""","""GINGER ALE CANETTE""",1564.00,4803.95,522.00,1610.92,1161.00,3605.79,2297.00,7076.60,5544.00,17097.26,1743.00,5358.67,618.00,1919.66,1289.00,4049.73,2496.00,7741.40,6146.00,19069.46,160335.00,1838014.24,55489.00,604774.48,205714.00,2448459.83,334135.00,3954933.58,755673.00,8846182.13
"""BREUV FROID""","""11403978""","""THE GLACE CANETTE""",21.00,63.29,30.00,83.81,8.00,23.38,45.00,133.81,104.00,304.29,1764.00,5421.96,648.00,2003.47,1297.00,4073.11,2541.00,7875.21,6250.00,19373.75,160356.00,1838077.53,55519.00,604858.29,205722.00,2448483.21,334180.00,3955067.39,755777.00,8846486.42
"""BREUV FROID""","""11403979""","""PEPSI 591ml""",74.00,244.48,246.00,888.75,22.00,79.50,70.00,242.98,412.00,1455.71,1838.00,5666.44,894.00,2892.22,1319.00,4152.61,2611.00,8118.19,6662.00,20829.46,160430.00,1838322.01,55765.00,605747.04,205744.00,2448562.71,334250.00,3955310.37,756189.00,8847942.13
"""BREUV FROID""","""11403980""","""PEPSI DIETE 591ml""",28.00,92.22,111.00,402.00,21.00,78.00,22.00,76.99,182.00,649.21,1866.00,5758.66,1005.00,3294.22,1340.00,4230.61,2633.00,8195.18,6844.00,21478.67,160458.00,1838414.23,55876.00,606149.04,205765.00,2448640.71,334272.00,3955387.36,756371.00,8848591.34
"""BREUV FROID""","""11403981""","""7UP 591ml""",23.00,78.25,175.00,632.75,4.00,15.00,57.00,188.75,259.00,914.75,1889.00,5836.91,1180.00,3926.97,1344.00,4245.61,2690.00,8383.93,7103.00,22393.42,160481.00,1838492.48,56051.00,606781.79,205769.00,2448655.71,334329.00,3955576.11,756630.00,8849506.09
"""BREUV FROID""","""11403982""","""PEPSI ZERO 591ml""",9.00,32.25,10.00,36.50,7.00,26.25,10.00,36.75,36.00,131.75,1898.00,5869.16,1190.00,3963.47,1351.00,4271.86,2700.00,8420.68,7139.00,22525.17,160490.00,1838524.73,56061.00,606818.29,205776.00,2448681.96,334339.00,3955612.86,756666.00,8849637.84
"""BREUV FROID""","""11404002""","""PEPSI PETIT""",65.00,193.60,28.00,84.45,79.00,243.32,133.00,408.77,305.00,930.14,1963.00,6062.76,1218.00,4047.92,1430.00,4515.18,2833.00,8829.45,7444.00,23455.31,160555.00,1838718.33,56089.00,606902.74,205855.00,2448925.28,334472.00,3956021.63,756971.00,8850567.98
"""BREUV FROID""","""11404005""","""PEPSI PICHET""",3.00,23.00,2.00,16.00,5.00,39.00,4.00,30.49,14.00,108.49,1966.00,6085.76,1220.00,4063.92,1435.00,4554.18,2837.00,8859.94,7458.00,23563.80,160558.00,1838741.33,56091.00,606918.74,205860.00,2448964.28,334476.00,3956052.12,756985.00,8850676.47
"""BREUV FROID""","""11404007""","""DIET PEPSI PETIT""",29.00,85.95,11.00,32.20,19.00,57.57,32.00,98.26,91.00,273.98,1995.00,6171.71,1231.00,4096.12,1454.00,4611.75,2869.00,8958.20,7549.00,23837.78,160587.00,1838827.28,56102.00,606950.94,205879.00,2449021.85,334508.00,3956150.38,757076.00,8850950.45
"""BREUV FROID""","""11404010""","""DIET PEPSI PICHET""",1.00,7.49,1.00,8.00,2.00,16.00,2.00,16.00,6.00,47.49,1996.00,6179.20,1232.00,4104.12,1456.00,4627.75,2871.00,8974.20,7555.00,23885.27,160588.00,1838834.77,56103.00,606958.94,205881.00,2449037.85,334510.00,3956166.38,757082.00,8850997.94
"""BREUV FROID""","""11404012""","""7UP PETIT""",27.00,80.76,13.00,39.13,39.00,120.69,113.00,347.46,192.00,588.04,2023.00,6259.96,1245.00,4143.25,1495.00,4748.44,2984.00,9321.66,7747.00,24473.31,160615.00,1838915.53,56116.00,606998.07,205920.00,2449158.54,334623.00,3956513.84,757274.00,8851585.98
"""BREUV FROID""","""11404015""","""7UP PICHET""",1.00,8.00,0.00,0.00,1.00,7.50,4.00,30.99,6.00,46.49,2024.00,6267.96,1245.00,4143.25,1496.00,4755.94,2988.00,9352.65,7753.00,24519.80,160616.00,1838923.53,56116.00,606998.07,205921.00,2449166.04,334627.00,3956544.83,757280.00,8851632.47
"""BREUV FROID""","""11404017""","""CRUSH PETIT""",4.00,12.00,5.00,14.57,17.00,51.32,25.00,76.32,51.00,154.21,2028.00,6279.96,1250.00,4157.82,1513.00,4807.26,3013.00,9428.97,7804.00,24674.01,160620.00,1838935.53,56121.00,607012.64,205938.00,2449217.36,334652.00,3956621.15,757331.00,8851786.68
"""BREUV FROID""","""11404020""","""CRUSH PICHET""",0.00,0.00,1.00,7.49,1.00,8.00,0.00,0.00,2.00,15.49,2028.00,6279.96,1251.00,4165.31,1514.00,4815.26,3013.00,9428.97,7806.00,24689.50,160620.00,1838935.53,56122.00,607020.13,205939.00,2449225.36,334652.00,3956621.15,757333.00,8851802.17
"""BREUV FROID""","""11404021""","""EAU DASANI 591ml""",139.00,1171.11,29.00,244.50,150.00,1364.51,164.00,1583.50,482.00,4363.62,2167.00,7451.07,1280.00,4409.81,1664.00,6179.77,3177.00,11012.47,8288.00,29053.12,160759.00,1840106.64,56151.00,607264.63,206089.00,2450589.87,334816.00,3958204.65,757815.00,8856165.79
"""BREUV FROID""","""11404033""","""EAU AQUAFINA 591mL""",230.00,1882.00,122.00,813.25,134.00,1200.50,537.00,4687.75,1023.00,8583.50,2397.00,9333.07,1402.00,5223.06,1798.00,7380.27,3714.00,15700.22,9311.00,37636.62,160989.00,1841988.64,56273.00,608077.88,206223.00,2451790.37,335353.00,3962892.40,758838.00,8864749.29
"""BREUV FROID""","""11404034""","""THE GLACE PETIT""",26.00,79.94,12.00,36.00,35.00,108.63,70.00,215.20,143.00,439.77,2423.00,9413.01,1414.00,5259.06,1833.00,7488.90,3784.00,15915.42,9454.00,38076.39,161015.00,1842068.58,56285.00,608113.88,206258.00,2451899.00,335423.00,3963107.60,758981.00,8865189.06
"""BREUV FROID""","""11404036""","""THE GLACE PICHET""",2.00,15.50,1.00,7.50,3.00,23.50,7.00,54.50,13.00,101.00,2425.00,9428.51,1415.00,5266.56,1836.00,7512.40,3791.00,15969.92,9467.00,38177.39,161017.00,1842084.08,56286.00,608121.38,206261.00,2451922.50,335430.00,3963162.10,758994.00,8865290.06
"""BREUV FROID""","""11404100""","""RED BULL""",488.00,2221.59,268.00,1202.65,852.00,3878.28,2033.00,9273.73,3641.00,16576.25,2913.00,11650.10,1683.00,6469.21,2688.00,11390.68,5824.00,25243.65,13108.00,54753.64,161505.00,1844305.67,56554.00,609324.03,207113.00,2455800.78,337463.00,3972435.83,762635.00,8881866.31
"""BREUV FROID""","""11404109""","""RED BULL SS""",277.00,1254.30,138.00,622.35,357.00,1618.23,270.00,1239.29,1042.00,4734.17,3190.00,12904.40,1821.00,7091.56,3045.00,13008.91,6094.00,26482.94,14150.00,59487.81,161782.00,1845559.97,56692.00,609946.38,207470.00,2457419.01,337733.00,3973675.12,763677.00,8886600.48
"""BREUV FROID""","""11404110""","""RED BULL MELON D'EAU""",107.00,481.50,53.00,237.25,246.00,1106.55,149.00,672.60,555.00,2497.90,3297.00,13385.90,1874.00,7328.81,3291.00,14115.46,6243.00,27155.54,14705.00,61985.71,161889.00,1846041.47,56745.00,610183.63,207716.00,2458525.56,337882.00,3974347.72,764232.00,8889098.38
"""BREUV FROID""","""11404111""","""GURU""",106.00,300.99,68.00,201.91,83.00,254.19,286.00,950.52,543.00,1707.61,3403.00,13686.89,1942.00,7530.72,3374.00,14369.65,6529.00,28106.06,15248.00,63693.32,161995.00,1846342.46,56813.00,610385.54,207799.00,2458779.75,338168.00,3975298.24,764775.00,8890805.99
"""BREUV FROID""","""11404112""","""GURU LEGER""",0.00,0.00,1.00,4.50,3.00,13.50,13.00,67.50,17.00,85.50,3403.00,13686.89,1943.00,7535.22,3377.00,14383.15,6542.00,28173.56,15265.00,63778.82,161995.00,1846342.46,56814.00,610390.04,207802.00,2458793.25,338181.00,3975365.74,764792.00,8890891.49
"""BREUV FROID""","""11404307""","""JUS ORANGE PETIT""",79.00,242.71,34.00,104.47,50.00,157.98,123.00,383.42,286.00,888.58,3482.00,13929.60,1977.00,7639.69,3427.00,14541.13,6665.00,28556.98,15551.00,64667.40,162074.00,1846585.17,56848.00,610494.51,207852.00,2458951.23,338304.00,3975749.16,765078.00,8891780.07
"""BREUV FROID""","""11404309""","""JUS ORANGE GRAND""",598.00,2149.95,300.00,1072.74,459.00,1655.34,867.00,3130.09,2224.00,8008.12,4080.00,16079.55,2277.00,8712.43,3886.00,16196.47,7532.00,31687.07,17775.00,72675.52,162672.00,1848735.12,57148.00,611567.25,208311.00,2460606.57,339171.00,3978879.25,767302.00,8899788.19
"""BREUV FROID""","""11404312""","""JUS POMME PETIT""",65.00,201.70,39.00,120.73,103.00,323.22,193.00,596.82,400.00,1242.47,4145.00,16281.25,2316.00,8833.16,3989.00,16519.69,7725.00,32283.89,18175.00,73917.99,162737.00,1848936.82,57187.00,611687.98,208414.00,2460929.79,339364.00,3979476.07,767702.00,8901030.66
"""BREUV FROID""","""11404314""","""JUS POMME GRAND""",341.00,1228.13,145.00,523.59,373.00,1357.63,720.00,2603.22,1579.00,5712.57,4486.00,17509.38,2461.00,9356.75,4362.00,17877.32,8445.00,34887.11,19754.00,79630.56,163078.00,1850164.95,57332.00,612211.57,208787.00,2462287.42,340084.00,3982079.29,769281.00,8906743.23
"""BREUV FROID""","""11404317""","""JUS RAISIN PETIT""",0.00,0.00,2.00,5.99,3.00,8.99,9.00,26.97,14.00,41.95,4486.00,17509.38,2463.00,9362.74,4365.00,17886.31,8454.00,34914.08,19768.00,79672.51,163078.00,1850164.95,57334.00,612217.56,208790.00,2462296.41,340093.00,3982106.26,769295.00,8906785.18
"""BREUV FROID""","""11404319""","""JUS RAISIN GRAND""",5.00,17.68,3.00,10.50,9.00,31.95,16.00,56.45,33.00,116.58,4491.00,17527.06,2466.00,9373.24,4374.00,17918.26,8470.00,34970.53,19801.00,79789.09,163083.00,1850182.63,57337.00,612228.06,208799.00,2462328.36,340109.00,3982162.71,769328.00,8906901.76
"""BREUV FROID""","""11404327""","""JUS ANANAS PETIT""",9.00,28.50,7.00,22.50,16.00,49.68,30.00,93.22,62.00,193.90,4500.00,17555.56,2473.00,9395.74,4390.00,17967.94,8500.00,35063.75,19863.00,79982.99,163092.00,1850211.13,57344.00,612250.56,208815.00,2462378.04,340139.00,3982255.93,769390.00,8907095.66
"""BREUV FROID""","""11404329""","""JUS ANANAS GRAND""",209.00,755.61,94.00,338.45,179.00,650.81,387.00,1399.64,869.00,3144.51,4709.00,18311.17,2567.00,9734.19,4569.00,18618.75,8887.00,36463.39,20732.00,83127.50,163301.00,1850966.74,57438.00,612589.01,208994.00,2463028.85,340526.00,3983655.57,770259.00,8910240.17
"""BREUV FROID""","""11404392""","""JUS CANNEB. PETIT""",13.00,39.73,9.00,27.24,13.00,40.23,41.00,125.46,76.00,232.66,4722.00,18350.90,2576.00,9761.43,4582.00,18658.98,8928.00,36588.85,20808.00,83360.16,163314.00,1851006.47,57447.00,612616.25,209007.00,2463069.08,340567.00,3983781.03,770335.00,8910472.83
"""BREUV FROID""","""11404394""","""JUS CANNEB. GRAND""",259.00,928.05,99.00,353.81,258.00,930.35,428.00,1536.02,1044.00,3748.23,4981.00,19278.95,2675.00,10115.24,4840.00,19589.33,9356.00,38124.87,21852.00,87108.39,163573.00,1851934.52,57546.00,612970.06,209265.00,2463999.43,340995.00,3985317.05,771379.00,8914221.06
"""BREUV FROID""","""11404407""","""VIRGIN CESAR V.CAGE""",390.00,2675.50,132.00,911.00,993.00,6861.50,938.00,6426.25,2453.00,16874.25,5371.00,21954.45,2807.00,11026.24,5833.00,26450.83,10294.00,44551.12,24305.00,103982.64,163963.00,1854610.02,57678.00,613881.06,210258.00,2470860.93,341933.00,3991743.30,773832.00,8931095.31
"""BREUV FROID""","""11404408""","""VIRGIN MARY V.CAGE""",9.00,61.50,5.00,34.75,11.00,76.00,9.00,62.50,34.00,234.75,5380.00,22015.95,2812.00,11060.99,5844.00,26526.83,10303.00,44613.62,24339.00,104217.39,163972.00,1854671.52,57683.00,613915.81,210269.00,2470936.93,341942.00,3991805.80,773866.00,8931330.06
"""BREUV FROID""","""11404409""","""VIRGIN MOJITO V.CAGE""",33.00,221.25,13.00,87.50,66.00,446.26,75.00,505.75,187.00,1260.76,5413.00,22237.20,2825.00,11148.49,5910.00,26973.09,10378.00,45119.37,24526.00,105478.15,164005.00,1854892.77,57696.00,614003.31,210335.00,2471383.19,342017.00,3992311.55,774053.00,8932590.82
"""BREUV FROID""","""11404410""","""VIRGIN MOJITO""",421.00,2468.00,201.00,1174.50,1023.00,5983.50,1512.00,8815.50,3157.00,18441.50,5834.00,24705.20,3026.00,12322.99,6933.00,32956.59,11890.00,53934.87,27683.00,123919.65,164426.00,1857360.77,57897.00,615177.81,211358.00,2477366.69,343529.00,4001127.05,777210.00,8951032.32
"""BREUV FROID""","""11404413""","""VIRGIN FRAISE""",137.00,801.00,90.00,528.50,491.00,2876.50,748.00,4362.50,1466.00,8568.50,5971.00,25506.20,3116.00,12851.49,7424.00,35833.09,12638.00,58297.37,29149.00,132488.15,164563.00,1858161.77,57987.00,615706.31,211849.00,2480243.19,344277.00,4005489.55,778676.00,8959600.82
"""BREUV FROID""","""11404414""","""VIRGIN PINA COLADA""",148.00,863.50,71.00,413.50,367.00,2158.00,746.00,4359.50,1332.00,7794.50,6119.00,26369.70,3187.00,13264.99,7791.00,37991.09,13384.00,62656.87,30481.00,140282.65,164711.00,1859025.27,58058.00,616119.81,212216.00,2482401.19,345023.00,4009849.05,780008.00,8967395.32
"""BREUV FROID""","""11404415""","""VIRGIN MARGARITA""",43.00,253.00,34.00,201.00,165.00,968.00,314.00,1834.00,556.00,3256.00,6162.00,26622.70,3221.00,13465.99,7956.00,38959.09,13698.00,64490.87,31037.00,143538.65,164754.00,1859278.27,58092.00,616320.81,212381.00,2483369.19,345337.00,4011683.05,780564.00,8970651.32
"""BREUV FROID""","""11404417""","""VIRGIN MANGUE""",98.00,581.00,62.00,366.50,313.00,1849.50,513.00,3031.00,986.00,5828.00,6260.00,27203.70,3283.00,13832.49,8269.00,40808.59,14211.00,67521.87,32023.00,149366.65,164852.00,1859859.27,58154.00,616687.31,212694.00,2485218.69,345850.00,4014714.05,781550.00,8976479.32
"""BREUV FROID""","""11404419""","""VIRGIN CORIANDRE""",8.00,46.50,2.00,12.00,18.00,104.50,14.00,81.50,42.00,244.50,6268.00,27250.20,3285.00,13844.49,8287.00,40913.09,14225.00,67603.37,32065.00,149611.15,164860.00,1859905.77,58156.00,616699.31,212712.00,2485323.19,345864.00,4014795.55,781592.00,8976723.82
"""BREUV FROID""","""11404420""","""VIRGIN PECHE""",43.00,222.01,19.00,97.75,89.00,458.75,138.00,709.25,289.00,1487.76,6311.00,27472.21,3304.00,13942.24,8376.00,41371.84,14363.00,68312.62,32354.00,151098.91,164903.00,1860127.78,58175.00,616797.06,212801.00,2485781.94,346002.00,4015504.80,781881.00,8978211.58
"""BREUV FROID""","""11404421""","""VIRGIN FRAISE BASILI""",5.00,25.50,2.00,10.25,19.00,97.00,18.00,92.25,44.00,225.00,6316.00,27497.71,3306.00,13952.49,8395.00,41468.84,14381.00,68404.87,32398.00,151323.91,164908.00,1860153.28,58177.00,616807.31,212820.00,2485878.94,346020.00,4015597.05,781925.00,8978436.58
"""BREUV FROID""","""11404422""","""VIRGIN FRAISE B. V.C""",0.00,0.00,0.00,0.00,0.00,0.00,2.00,13.00,2.00,13.00,6316.00,27497.71,3306.00,13952.49,8395.00,41468.84,14383.00,68417.87,32400.00,151336.91,164908.00,1860153.28,58177.00,616807.31,212820.00,2485878.94,346022.00,4015610.05,781927.00,8978449.58
"""BREUV FROID""","""11404426""","""KOMBUCHA""",89.00,545.25,36.00,222.56,133.00,829.16,249.00,1545.70,507.00,3142.67,6405.00,28042.96,3342.00,14175.05,8528.00,42298.00,14632.00,69963.57,32907.00,154479.58,164997.00,1860698.53,58213.00,617029.87,212953.00,2486708.10,346271.00,4017155.75,782434.00,8981592.25
"""BREUV FROID""","""11404427""","""ATYPIQUE GIN TONIC""",116.00,808.25,59.00,405.00,252.00,1755.61,299.00,2097.70,726.00,5066.56,6521.00,28851.21,3401.00,14580.05,8780.00,44053.61,14931.00,72061.27,33633.00,159546.14,165113.00,1861506.78,58272.00,617434.87,213205.00,2488463.71,346570.00,4019253.45,783160.00,8986658.81
"""BREUV FROID""","""11404428""","""ATYPIQUE SPRITZ""",60.00,424.20,30.00,233.35,170.00,1206.55,239.00,1676.52,499.00,3540.62,6581.00,29275.41,3431.00,14813.40,8950.00,45260.16,15170.00,73737.79,34132.00,163086.76,165173.00,1861930.98,58302.00,617668.22,213375.00,2489670.26,346809.00,4020929.97,783659.00,8990199.43
"""BREUV FROID""","""11404429""","""ATYPIQUE AMARETTO""",152.00,2360.20,38.00,461.41,315.00,3991.32,584.00,8636.67,1089.00,15449.60,6733.00,31635.61,3469.00,15274.81,9265.00,49251.48,15754.00,82374.46,35221.00,178536.36,165325.00,1864291.18,58340.00,618129.63,213690.00,2493661.58,347393.00,4029566.64,784748.00,9005649.03
"""BREUV FROID""","""11404453""","""SODA""",187.00,518.71,54.00,150.86,142.00,395.46,265.00,746.46,648.00,1811.49,6920.00,32154.32,3523.00,15425.67,9407.00,49646.94,16019.00,83120.92,35869.00,180347.85,165512.00,1864809.89,58394.00,618280.49,213832.00,2494057.04,347658.00,4030313.10,785396.00,9007460.52
"""BREUV FROID""","""11404462""","""EAU GAZEIFIEE 750ml""",735.00,4477.83,142.00,893.26,488.00,3170.28,809.00,5649.34,2174.00,14190.71,7655.00,36632.15,3665.00,16318.93,9895.00,52817.22,16828.00,88770.26,38043.00,194538.56,166247.00,1869287.72,58536.00,619173.75,214320.00,2497227.32,348467.00,4035962.44,787570.00,9021651.23
"""BREUV FROID""","""11404463""","""EAU GAZEIFIEE 355ml""",1210.00,4363.04,227.00,748.00,771.00,2700.26,1000.00,3422.62,3208.00,11233.92,8865.00,40995.19,3892.00,17066.93,10666.00,55517.48,17828.00,92192.88,41251.00,205772.48,167457.00,1873650.76,58763.00,619921.75,215091.00,2499927.58,349467.00,4039385.06,790778.00,9032885.15
"""BREUV FROID""","""11404464""","""EAU NATURELLE 355ml""",348.00,4524.80,236.00,3084.34,860.00,11133.68,1531.00,19900.12,2975.00,38642.94,9213.00,45519.99,4128.00,20151.27,11526.00,66651.16,19359.00,112093.00,44226.00,244415.42,167805.00,1878175.56,58999.00,623006.09,215951.00,2511061.26,350998.00,4059285.18,793753.00,9071528.09
"""BREUV FROID""","""11406502""","""POMME LACROIX 355ml""",56.00,382.82,30.00,201.33,108.00,738.15,161.00,1094.36,355.00,2416.66,9269.00,45902.81,4158.00,20352.60,11634.00,67389.31,19520.00,113187.36,44581.00,246832.08,167861.00,1878558.38,59029.00,623207.42,216059.00,2511799.41,351159.00,4060379.54,794108.00,9073944.75
"""BREUV FROID""","""11407324""","""1642 TONIC""",25.00,457.25,8.00,131.50,84.00,1680.02,68.00,1303.02,185.00,3571.79,9294.00,46360.06,4166.00,20484.10,11718.00,69069.33,19588.00,114490.38,44766.00,250403.87,167886.00,1879015.63,59037.00,623338.92,216143.00,2513479.43,351227.00,4061682.56,794293.00,9077516.54
"""BREUV FROID""","""11407325""","""1642 GINGER BEER Btl""",17.00,103.75,7.00,40.25,30.00,179.00,84.00,531.75,138.00,854.75,9311.00,46463.81,4173.00,20524.35,11748.00,69248.33,19672.00,115022.13,44904.00,251258.62,167903.00,1879119.38,59044.00,623379.17,216173.00,2513658.43,351311.00,4062214.31,794431.00,9078371.29
"""BREUV FROID""","""11739770""","""REM-BAR""",4.00,0.00,0.00,0.00,5.00,418.02,6.00,173.25,15.00,591.27,9315.00,46463.81,4173.00,20524.35,11753.00,69666.35,19678.00,115195.38,44919.00,251849.89,167907.00,1879119.38,59044.00,623379.17,216178.00,2514076.45,351317.00,4062387.56,794446.00,9078962.56
"""BREUV MEGA""","""11403964""","""LIMO GRAND""",1282.00,4666.61,626.00,2272.22,1674.00,6116.95,3011.00,10977.86,6593.00,24033.64,1282.00,4666.61,626.00,2272.22,1674.00,6116.95,3011.00,10977.86,6593.00,24033.64,169189.00,1883785.99,59670.00,625651.39,217852.00,2520193.40,354328.00,4073365.42,801039.00,9102996.20
"""BREUV MEGA""","""11404004""","""PEPSI GRAND""",11605.00,41907.79,3604.00,12970.69,8872.00,32112.07,17329.00,62577.16,41410.00,149567.71,12887.00,46574.40,4230.00,15242.91,10546.00,38229.02,20340.00,73555.02,48003.00,173601.35,180794.00,1925693.78,63274.00,638622.08,226724.00,2552305.47,371657.00,4135942.58,842449.00,9252563.91
"""BREUV MEGA""","""11404009""","""DIET PEPSI GRAND""",7934.00,28797.71,2161.00,7788.18,5737.00,20767.98,8653.00,31293.13,24485.00,88647.00,20821.00,75372.11,6391.00,23031.09,16283.00,58997.00,28993.00,104848.15,72488.00,262248.35,188728.00,1954491.49,65435.00,646410.26,232461.00,2573073.45,380310.00,4167235.71,866934.00,9341210.91
"""BREUV MEGA""","""11404014""","""7UP GRAND""",3481.00,12595.93,1117.00,4024.30,3778.00,13683.86,6871.00,24838.34,15247.00,55142.43,24302.00,87968.04,7508.00,27055.39,20061.00,72680.86,35864.00,129686.49,87735.00,317390.78,192209.00,1967087.42,66552.00,650434.56,236239.00,2586757.31,387181.00,4192074.05,882181.00,9396353.34
"""BREUV MEGA""","""11404019""","""CRUSH GRAND""",675.00,2466.01,203.00,731.30,610.00,2223.12,1149.00,4161.70,2637.00,9582.13,24977.00,90434.05,7711.00,27786.69,20671.00,74903.98,37013.00,133848.19,90372.00,326972.91,192884.00,1969553.43,66755.00,651165.86,236849.00,2588980.43,388330.00,4196235.75,884818.00,9405935.47
"""BREUV MEGA""","""11404035""","""THE GLACE GRAND""",3753.00,13596.33,1427.00,5145.54,3932.00,14251.55,6906.00,24981.95,16018.00,57975.37,28730.00,104030.38,9138.00,32932.23,24603.00,89155.53,43919.00,158830.14,106390.00,384948.28,196637.00,1983149.76,68182.00,656311.40,240781.00,2603231.98,395236.00,4221217.70,900836.00,9463910.84
"""BREUV MIDI""","""11444339""","""SMOOTHIE""",10.00,75.00,6.00,45.00,3.00,22.00,50.00,376.00,69.00,518.00,10.00,75.00,6.00,45.00,3.00,22.00,50.00,376.00,69.00,518.00,196647.00,1983224.76,68188.00,656356.40,240784.00,2603253.98,395286.00,4221593.70,900905.00,9464428.84
